score,gc_multi,rsi,macd_buy_like,vol_surge,vol_quiet,vol_down,hurst,close,close_adj,adv20,adv20_m,hh252,pct_of_52w_high,max_dd_252,dev200,atr14,natr14,pullback_20d,pullback_60d,adx14,plus_di14,minus_di14,skip_reason,sell_score,sell_reason,sell_trend_break,sell_cross_sma25_down,sell_macd_sell_like,sell_rsi_reversal,sell_trailing_stop,sell_ext_dev200,sell_di_bear,sell_vol_distribution,sell_natr_spike,ticker,price_date,bar_is_current,skip_reason_yahoo,mkt_price,pe_ttm,pbr,eps_ttm,bps,market_cap,earn_ts,earn_start_ts,earn_end_ts,market_risk_on,market_close,market_ma200,fund_ok,earn_ts_pick,next_earn_date,days_to_earnings
3,False,32.8125,False,False,True,True,0.5470025169987808,4620.0,4620.0,171403950.0,171.40395,5282.16650390625,0.8746411148878842,-0.21149778279046805,-0.01391005967238268,65.06744831081139,1.4083863270738395,-0.03448275862068961,-0.03448275862068961,22.598347552180655,17.822896555545046,21.206575782318836,fund_low_adv20,3,trend_break;macd_sell_like;di_bear,True,False,True,False,False,False,True,False,False,1301.T,2026-09-09,True,,4620.0,8.021112,0.69364977,575.98,6660.422,54885031936.0,,1754274600.0,1754620200.0,True,,,False,1754274600.0,2025-08-04,-287.0
1,False,13.707165109034264,False,False,False,True,0.4645478426721542,1185.5,1185.5,1981084897.5,1981.0848975,1539.71826171875,0.7699460540765785,-0.23005394592342154,-0.07495649791165915,26.556715904448083,2.2401278704722127,-0.09503816793893127,-0.11562849682954124,19.431392307935432,15.260093871508648,31.949297779395526,,3,trend_break;macd_sell_like;trailing_stop,True,False,True,False,True,False,False,False,False,1332.T,2026-09-09,True,,1185.5,13.138645,1.1764402,90.23,1007.701,359528759296.0,1793946600.0,1793946600.0,1793946600.0,True,,,True,1793946600.0,2026-11-06,42.0
4,False,35.26970954356845,False,False,True,True,0.5872202049091312,1266.0,1266.0,609303095.0,609.303095,1555.943359375,0.813654296843128,-0.23326257809332407,-0.04940280899052352,18.741761875028214,1.480391933256573,-0.034324942791762014,-0.08161044613710555,14.005429380993181,12.862393275926049,22.806301632362374,,2,trend_break;macd_sell_like,True,False,True,False,False,False,False,False,False,1333.T,2026-09-09,True,,1266.0,8.623391,0.7720675,146.81,1639.753,191398051840.0,1785825000.0,1794205800.0,1794205800.0,True,,,True,1794205800.0,2026-11-09,43.0
6,True,49.45054945054945,False,False,True,True,0.3937121553418356,1169.0,1169.0,45143680.0,45.14368,1204.0,0.9709302325581395,-0.17335115148391134,0.08259228185446554,14.53212102347522,1.2431241251903524,-0.013502109704641385,-0.029069767441860517,19.794039097688128,26.452533161407242,17.25566857546566,fund_low_adv20,1,macd_sell_like,False,False,True,False,False,False,False,False,False,1375.T,2026-09-09,True,,1169.0,15.752594,3.3999162,74.21,343.832,46623023104.0,,1754460000.0,1754978400.0,True,,,False,1754460000.0,2025-08-06,-285.0
4,True,29.29936305732484,False,False,True,True,0.438053085864432,1571.0,1571.0,23151335.0,23.151335,1751.0361328125,0.897183085238037,-0.22468728057773835,0.058549430812326664,25.828241384879327,1.644063741876469,-0.04672330097087374,-0.04672330097087374,30.70165516883389,20.248544052986432,22.693887075724138,"fund_low_adv20,fund_small_mcap",3,cross_sma25_down;macd_sell_like;di_bear,False,True,True,False,False,False,True,False,False,1376.T,2026-09-09,True,,1571.0,13.091666,0.6441693,120.0,2438.8,17227663360.0,,1751954400.0,1752472800.0,True,,,False,1751954400.0,2025-07-08,-306.0
5,True,24.096385542168676,False,False,True,True,0.315482513116288,4285.0,4285.0,376361200.0,376.3612,4565.0654296875,0.9386502923120925,-0.12770564368023374,0.019264931023809106,63.872825893044315,1.4906143732332395,-0.053038674033149213,-0.053038674033149213,25.238170258431726,20.715033351411048,22.623769933967917,,2,macd_sell_like;di_bear,False,False,True,False,False,False,True,False,False,1377.T,2026-09-09,True,,4285.0,15.06363,1.0146794,284.46,4223.009,180572946432.0,1791268200.0,1791268200.0,1791268200.0,True,,,True,1791268200.0,2026-10-06,19.0
6,True,39.53488372093023,False,False,True,False,0.3867544376401823,2064.0,2064.0,230379585.0,230.379585,2179.0,0.9472234970169803,-0.12946595090208735,0.06429044544447482,38.08139046026973,1.845028607571208,-0.052776502983019724,-0.052776502983019724,38.5554696386721,26.192634440996898,22.971639749784504,,1,macd_sell_like,False,False,True,False,False,False,False,False,False,1379.T,2026-09-09,True,,2064.0,10.755041,1.0037192,191.91,2056.352,64743911424.0,,1754546400.0,1754892000.0,True,,,True,1754546400.0,2025-08-07,-284.0
5,False,51.61290322580645,False,False,True,True,0.38830224444072736,998.0,998.0,1248185.0,1.248185,1080.0,0.924074074074074,-0.08611111111111114,-0.010346735871276214,5.345816184021851,0.5356529242506864,-0.005976095617529875,-0.02060843964671244,36.97270906742618,35.944872115677086,12.778989950029693,"fund_low_adv20,fund_small_mcap",1,trend_break,True,False,False,False,False,False,False,False,False,1380.T,2026-09-09,True,,998.0,191.5547,1.9352487,5.21,515.696,4160783872.0,,1747206000.0,1747206000.0,True,,,False,1747206000.0,2025-05-14,-345.0
2,False,74.28571428571428,False,False,False,True,0.5370448042082634,3585.0,3585.0,12274800.0,12.2748,4337.5810546875,0.8264975235738345,-0.23942090194189902,-0.038411551564252244,55.507259742405175,1.5483196580866159,-0.0013927576601671099,-0.006432743354508719,19.412379195760526,23.504572379191575,18.655449954469137,"fund_low_adv20,fund_small_mcap",2,trend_break;rsi_reversal,True,False,False,True,False,False,False,False,False,1381.T,2026-09-09,True,,3585.0,6.882451,0.8359498,520.89,4288.535,20132177920.0,,1745562600.0,1745562600.0,True,,,False,1745562600.0,2025-04-25,-358.0
1,False,47.31182795698925,False,False,False,True,0.2710044034567988,880.0,880.0,1560520.0,1.56052,3055.862060546875,0.2879711134089985,-0.7283908816710583,-0.41143706911473077,20.065021085693882,2.280116032465214,-0.021134593993325956,-0.3862433808377973,27.99666363699991,21.89465977341482,28.128210243560208,"fund_neg_eps,fund_low_adv20,fund_small_mcap",2,trend_break;di_bear,True,False,False,False,False,False,True,False,False,1382.T,2026-09-09,True,,880.0,-23.984736985554648,0.97134423,-36.69,905.961,670225600.0,,1746684000.0,1746684000.0,True,,,False,1746684000.0,2025-05-08,-349.0
